Bus_01,34.21064046271988,117.1410792397766
Bus_01,34.21300273051346,117.1410980152394
Bus_01,34.21506106573697,117.14278110136743
Bus_01,34.21729013283992,117.14532249436556
Bus_01,34.219468129503696,117.1475607977502
Bus_01,34.21899793539688,117.15012096621112
Bus_01,34.21679442003095,117.15179868792123
Bus_01,34.2149268762335,117.15034224845105
Bus_01,34.21374134150155,117.14884691695084
Bus_01,34.21221531527326,117.14750983577979
Bus_01,34.210966526157364,117.14609228833969
Bus_01,34.210634917412406,117.14351736772943
